"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","Town","Branch","MaturityDate","BookingDate","LastValuationDate","ValuationAgeYears","prediction","lr_score","DT_score.No","DT_score.Yes"
"6824","00000CONTR00213006","Tracker","Buy to Let","No","No","No","10 to 20%",3,29, 0,0.15297969,-1.415295e+00,  619.827161,-5.918442e-01,-0.4510845874,53.31865, -6.414020,"No","Dublin","0","Fairview","Branch 55","14/10/2015","21/10/1986","02/08/2015",1.95,0.8555330,0.8555330,0.63111111,0.36888889
"6825","00000CONTR00081621","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,29, 1,0.62000000,-6.678671e-01, 2960.476590,-7.610733e-01,-0.6320703186,54.11508, -9.134604,"No","Mayo","0","Ballina","Branch 154","16/11/2037","23/11/2008","21/06/2016",0.73,0.8800907,0.8800907,0.04722274,0.95277726
"6826","00000CONTR00130584","Tracker","Buy to Let","No","No","Yes","70 to 80%",2,28, 0,0.70000000, 4.661758e-01,  982.103877, 5.412731e-01, 0.8682771939,53.27023, -6.342154,"No","Dublin","0","Oldcourt","Branch 142","14/08/2039","21/08/2011","14/01/2015",2.71,0.9061609,0.9061609,0.04722274,0.95277726
"6827","00000CONTR00145811","Tracker","Owner Occupied","No","No","No","90 to 100%",3,30, 0,0.97671645, 1.622692e+00, 3013.925705, 8.219445e-01, 0.9505599617,53.26979, -6.342332,"No","Dublin","0","Oldcourt","Branch 10","09/02/2043","16/02/2013","16/12/2015",1.44,0.7262730,0.7262730,0.32394366,0.67605634
"6828","00000CONTR00179365","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,33, 1,0.90611044, 1.798560e-01, 1846.355288,-3.868165e-01,-0.4764357623,53.33985, -6.370372,"Yes","Dublin","< 90 days","Cherry Orchard","Branch 175","18/01/2046","26/01/2013","08/02/2015",2.61,0.8518350,0.8518350,0.04722274,0.95277726
"6829","00000CONTR00228706","Tracker","Owner Occupied","No","No","No","70 to 80%",3,28, 0,0.73271738,-2.970663e-01,  423.815596,-5.329687e-01,-0.3216250726,53.33321, -6.536154,"No","Kildare","0","Celbridge","Branch 176","01/11/2040","08/11/2012","02/12/2013",4.25,0.8063134,0.8063134,0.75862069,0.24137931
"6830","00000CONTR00052892","Tracker","Buy to Let","No","Yes","No","> 100%",4,34, 1,1.04911807,-3.245330e-01,  623.258229,-1.081839e+00,-1.1625944260,53.30610, -6.308435,"No","Dublin","0","Dublin","Branch 230","02/10/2040","11/10/2006","09/12/2014",2.84,0.6589720,0.6589720,0.63734568,0.36265432
"6831","00000CONTR00019372","Fixed","Owner Occupied","No","No","Yes","30 to 40%",2,31, 0,0.36479771,-1.228438e+00, 1455.780131,-1.102065e+00,-1.0776029855,53.33735, -6.297502,"No","Dublin","0","Ushers","Branch 3","13/01/2029","21/01/1998","28/03/2016",1.05,0.8137156,0.8137156,0.04722274,0.95277726
"6832","00000CONTR00129966","Tracker","Owner Occupied","No","No","Yes","> 100%",2,32, 0,1.04732246, 1.646413e+00, 1770.682926, 6.338636e-01, 0.5682385113,53.37409, -6.244200,"No","Dublin","0","Whitehall","Branch 197","25/10/2043","02/11/2011","23/06/2015",2.10,0.7963294,0.7963294,0.04722274,0.95277726
"6833","00000CONTR00008976","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,32, 0,0.69000000,-1.657272e-02,  508.679444,-5.501953e-02,-0.0994329684,53.37155, -6.295744,"Yes","Dublin","< 90 days","Cabra West","Branch 36","24/03/2040","01/04/2008","14/09/2016",0.41,0.8357422,0.8357422,0.04722274,0.95277726
"6834","00000CONTR00084632","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,28,-1,0.62000000, 1.505563e-02, 2850.367636, 2.419474e-01, 0.5367239395,53.63658, -6.691725,"No","Meath","0","Navan","Branch 98","29/10/2034","05/11/2006","01/01/2013",5.51,0.8554450,0.8554450,0.04722274,0.95277726
"6835","00000CONTR00157744","Variable","Owner Occupied","No","No","No","60 to 70%",4,28, 0,0.67000000, 3.205189e-01, 8396.673370, 4.693596e-01, 0.7886210322,53.17776, -6.817079,"No","Kildare","0","Newbridge","Branch 243","29/03/2035","05/04/2007","11/11/2015",1.57,0.7219231,0.7219231,0.64338235,0.35661765
"6836","00000CONTR00148466","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,35,-2,0.61000000,-5.985362e-02, 3592.989260, 1.713659e-01,-0.0831551328,53.36985, -6.504658,"No","Kildare","0","Leixlip","Branch 180","15/01/2042","24/01/2007","27/07/2013",4.73,0.8443713,0.8443713,0.04722274,0.95277726
"6837","00000CONTR00219099","Tracker","Buy to Let","No","No","No","70 to 80%",3,33, 0,0.79000000, 7.017238e-01, 4537.508777, 4.920700e-01, 0.3495758304,53.32112, -6.306342,"No","Dublin","0","Crumlin","Branch 111","23/10/2044","01/11/2011","18/01/2016",1.31,0.8641646,0.8641646,0.42574257,0.57425743
"6838","00000CONTR00113605","Tracker","Owner Occupied","No","No","Yes","0 to 10%",2,32, 0,0.09414135,-1.575518e+00,  222.106569,-1.090379e+00,-1.1029118856,53.90945, -6.818562,"Yes","Cavan","< 6 months","Dunaree","Branch 153","20/03/2017","28/03/1985","27/06/2015",2.09,0.8146163,0.8146163,0.04722274,0.95277726
"6839","00000CONTR00184099","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,29, 0,0.68000000,-1.638943e-01, 6149.418242,-2.196715e-01,-0.0530565027,52.66303, -8.575808,"No","Limerick","0","Limerick","Branch 225","01/01/2035","08/01/2006","10/08/2014",3.30,0.8441022,0.8441022,0.04722274,0.95277726
"6840","00000CONTR00231513","Tracker","Owner Occupied","No","No","No","90 to 100%",3,28, 0,0.94141345, 4.195656e-01, 5125.071308,-2.257156e-01, 0.0187091214,52.66301, -8.575707,"No","Limerick","0","Limerick","Branch 251","15/04/2040","22/04/2012","28/07/2015",1.97,0.7923846,0.7923846,0.42574257,0.57425743
"6841","00000CONTR00051548","Tracker","Owner Occupied","No","No","No","90 to 100%",3,28, 0,0.93254940,-5.833861e-01, 3034.700979,-1.185598e+00,-1.0445212132,53.32440, -6.281753,"No","Dublin","0","Dublin 6W","Branch 25","30/08/2041","06/09/2013","06/09/2013",4.57,0.8540371,0.8540371,0.30973451,0.69026549
"6842","00000CONTR00208687","Fixed","Buy to Let","Yes","No","No","70 to 80%",3,34, 0,0.74000000, 4.445354e-01, 8912.592682, 3.624744e-01, 0.1549025591,51.89408, -8.171694,"Yes","Cork","< 90 days","Midleton","Branch 250","17/05/2050","25/05/2016","25/05/2016",0.83,0.8044405,0.8044405,0.35536398,0.64463602
"6843","00000CONTR00131111","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,29, 0,0.75000000, 1.400877e+00, 4453.274483, 1.488456e+00, 1.7737370840,53.32698, -6.307939,"No","Dublin","0","Crumlin","Branch 49","10/04/2043","17/04/2014","05/11/2014",2.97,0.7949219,0.7949219,0.04722274,0.95277726
"6844","00000CONTR00069824","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,29, 0,0.74000000, 6.139135e-01, 2972.595500, 5.709022e-01, 0.7924396435,53.30899, -6.315023,"No","Dublin","0","Dublin","Branch 17","24/09/2035","01/10/2006","25/09/2015",1.75,0.8276079,0.8276079,0.04722274,0.95277726
"6845","00000CONTR00062958","Tracker","Owner Occupied","No","No","No","90 to 100%",3,34, 1,0.94141345, 1.340117e+00, 4595.742500, 6.647102e-01, 0.4306009520,52.98264, -6.995698,"No","Kildare","0","Athy","Branch 94","27/07/2048","05/08/2014","05/08/2014",3.32,0.7705066,0.7705066,0.69090909,0.30909091
"6846","00000CONTR00033043","Variable","Owner Occupied","Yes","No","Yes","70 to 80%",2,35, 0,0.70751009,-3.690624e-01, 3919.822098,-5.636071e-01,-0.7344394221,53.31814, -6.269578,"No","Dublin","0","Dublin","Branch 17","15/08/2051","23/08/2016","23/08/2016",0.49,0.7919732,0.7919732,0.04722274,0.95277726
"6847","00000CONTR00205806","Fixed","Owner Occupied","No","No","No","0 to 10%",4,33, 0,0.01176767,-1.655837e+00,  139.886847, 9.786939e-01, 0.8069238035,53.14562, -7.059848,"No","Kildare","0","Kildare","Branch 2","16/03/2017","24/03/1984","09/04/2015",2.38,0.8050512,0.8050512,0.45381526,0.54618474
"6848","00000CONTR00158653","Fixed","Buy to Let","No","No","No","60 to 70%",4,29, 0,0.65000000, 9.726456e-01,10907.585610, 1.467351e+00, 1.7511657384,53.36478, -6.247613,"No","Dublin","0","Drumcondra","Branch 62","15/07/2034","22/07/2005","14/07/2013",4.78,0.7907228,0.7907228,0.63734568,0.36265432
"6849","00000CONTR00014813","Variable","Owner Occupied","No","Yes","No","30 to 40%",4,31, 1,0.36000000,-7.490188e-01,  861.229553, 1.262220e-01, 0.1512658780,53.32547, -6.304702,"No","Dublin","0","Crumlin","Branch 83","01/01/2026","09/01/1995","28/05/2013",4.95,0.3800878,0.3800878,0.63734568,0.36265432
"6850","00000CONTR00004862","Fixed","Owner Occupied","No","No","Yes","70 to 80%",5,31, 4,0.78000000, 1.069612e+00,10466.331380, 9.570182e-01, 0.9824553932,52.66274, -8.575698,"No","Limerick","0","Reboge Meadows","Branch 214","02/05/2037","10/05/2006","01/11/2014",2.98,0.5511578,0.5511578,0.06707065,0.93292935
"6851","00000CONTR00232243","Tracker","Owner Occupied","No","No","No","70 to 80%",3,29,-2,0.70000000,-6.699479e-01, 2487.996488,-9.366696e-01,-0.8198655607,53.42731, -7.991456,"No","Roscommon","0","Athlone","Branch 160","21/01/2035","28/01/2006","24/10/2016",0.26,0.8398366,0.8398366,0.32978723,0.67021277
"6852","00000CONTR00205164","Fixed","Owner Occupied","No","No","No","70 to 80%",3,34, 0,0.79000000, 1.464966e+00,11483.060710, 1.371832e+00, 1.0756349903,52.64821, -7.264202,"No","Kilkenny","0","Lyons","Branch 189","03/11/2041","12/11/2007","06/04/2016",1.02,0.7923699,0.7923699,0.38095238,0.61904762
"6853","00000CONTR00048005","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,33, 0,0.72959542,-4.244120e-01, 2600.686612,-6.844591e-01,-0.7561717571,53.45201, -6.242740,"No","Dublin","0","Swords","Branch 36","23/09/2041","01/10/2008","14/07/2014",3.40,0.8540238,0.8540238,0.04722274,0.95277726
"6854","00000CONTR00031585","Variable","Owner Occupied","No","No","Yes","20 to 30%",2,34, 0,0.22358569,-1.353287e+00, 1303.176298,-8.704628e-01,-0.9697782629,53.40453, -6.402486,"No","Dublin","0","Mulhuddart Wood","Branch 85","12/02/2031","20/02/1997","09/01/2013",5.48,0.8079597,0.8079597,0.04722274,0.95277726
"6855","00000CONTR00235456","Tracker","Owner Occupied","No","No","No","90 to 100%",3,32, 0,0.94920207,-3.794665e-01,  299.163950,-1.009063e+00,-1.0240998827,52.68250, -8.660918,"No","Limerick","0","Ballygrennan","Branch 253","07/03/2044","15/03/2012","28/03/2013",5.18,0.8371378,0.8371378,0.63111111,0.36888889
"6856","00000CONTR00043357","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,31, 0,0.77000000, 4.882324e-01, 3803.102830, 3.114365e-01, 0.3365680501,52.44112, -9.045539,"No","Limerick","0","Newcastle West","Branch 124","27/02/2038","07/03/2007","07/11/2015",1.58,0.8403992,0.8403992,0.04722274,0.95277726
"6857","00000CONTR00099097","Fixed","Owner Occupied","No","No","Yes","90 to 100%",2,28,-1,0.91787811, 1.548198e+00,10066.564740, 9.464905e-01, 1.3171231042,52.44131, -9.045772,"No","Limerick","0","Newcastle West","Branch 204","13/06/2038","20/06/2010","12/06/2013",4.90,0.7906509,0.7906509,0.04722274,0.95277726
"6858","00000CONTR00033404","Fixed","Owner Occupied","No","No","No","60 to 70%",3,29, 1,0.68000000, 1.602716e+00,13730.725050, 2.146040e+00, 2.4770046941,53.32773, -6.252659,"No","Dublin","0","Leeson Park","Branch 36","03/02/2034","10/02/2005","18/09/2015",1.77,0.7141097,0.7141097,0.31521739,0.68478261
"6859","00000CONTR00102838","Tracker","Owner Occupied","No","No","Yes","40 to 50%",2,30, 0,0.40010071,-1.294192e+00,  335.866935,-1.355110e+00,-1.3001280935,52.26275, -9.681196,"No","Kerry","0","Tralee","Branch 136","06/02/2031","13/02/2001","13/08/2013",4.66,0.8527107,0.8527107,0.04722274,0.95277726
"6860","00000CONTR00093370","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,35, 0,0.68000000, 5.951862e-01, 2081.304754, 7.968320e-01, 0.4710914607,53.34494, -6.423033,"No","Dublin","0","Lucan","Branch 62","02/07/2042","11/07/2007","23/11/2016",0.14,0.8310791,0.8310791,0.04722274,0.95277726
"6861","00000CONTR00235313","Variable","Owner Occupied","No","No","No","90 to 100%",4,34, 3,0.94141345, 9.922053e-01,10580.532430, 3.281840e-01, 0.1236229855,53.31500, -6.293314,"No","Dublin","0","Dublin 6W","Branch 227","25/07/2042","02/08/2008","09/07/2016",0.66,0.6953347,0.6953347,0.63734568,0.36265432
"6862","00000CONTR00001217","Tracker","Owner Occupied","No","No","No","20 to 30%",3,34, 1,0.20005036,-1.443178e+00,  693.516430,-1.114531e+00,-1.1924165263,53.38901, -6.148924,"No","Dublin","0","Kilbarrack Lower","Branch 1","14/08/2033","23/08/1999","27/08/2015",1.86,0.7165845,0.7165845,0.38771930,0.61228070
"6863","00000CONTR00230122","Tracker","Owner Occupied","No","No","No","10 to 20%",4,33, 0,0.14121202,-1.418208e+00,  486.519151,-4.704619e-01,-0.5550489052,52.87430, -9.179022,"No","Clare","0","Inagh","Branch 205","03/06/2016","12/06/1983","16/10/2014",3.05,0.7189340,0.7189340,0.63734568,0.36265432
"6864","00000CONTR00070184","Variable","Owner Occupied","No","No","Yes","10 to 20%",2,34, 0,0.11767668,-1.496031e+00,  809.133979,-7.119879e-01,-0.8252180017,52.44084, -6.476648,"No","Wexford","0","Ballymurn Upper","Branch 224","11/03/2020","20/03/1986","03/12/2014",2.86,0.8293185,0.8293185,0.04722274,0.95277726
"6865","00000CONTR00043641","Variable","Owner Occupied","No","No","No","60 to 70%",3,30, 0,0.61000000, 6.992269e-01, 6345.901973, 1.304517e+00, 1.4494546520,52.84554, -8.994473,"No","Clare","0","Ennis","Branch 246","18/12/2037","26/12/2007","16/07/2014",3.39,0.8021220,0.8021220,0.35536398,0.64463602
"6866","00000CONTR00195972","Variable","Buy to Let","No","Yes","No","60 to 70%",4,35, 1,0.63000000,-6.366549e-01,  802.681053,-7.399715e-01,-0.8907217896,52.25776, -7.129023,"No","Waterford","0","Waterford","Branch 169","27/11/2043","05/12/2008","11/03/2013",5.25,0.5653424,0.5653424,0.64338235,0.35661765
"6867","00000CONTR00197828","Tracker","Owner Occupied","No","No","No","70 to 80%",3,29, 0,0.71606472,-3.432603e-01, 1639.358010,-5.512270e-01,-0.4076456857,53.79686, -6.245309,"No","Louth","0","Clogherhead","Branch 255","19/07/2042","26/07/2013","16/06/2016",0.75,0.7994690,0.7994690,0.43593750,0.56406250
"6868","00000CONTR00129726","Fixed","Owner Occupied","No","No","No","0 to 10%",3,33, 0,0.02353534,-1.619631e+00,  230.794411, 7.532697e-01, 0.5950613821,53.28450, -6.182164,"No","Dublin","0","Blackrock","Branch 36","04/08/2021","12/08/1988","25/02/2015",2.55,0.8297010,0.8297010,0.38771930,0.61228070
"6869","00000CONTR00218648","Variable","Owner Occupied","No","No","No","30 to 40%",3,35, 0,0.30884670,-1.067383e+00, 1382.972238,-4.149275e-01,-0.6026893745,52.62983, -6.235679,"No","Wexford","0","Ardamine","Branch 216","23/10/2033","01/11/1998","17/11/2014",2.92,0.7861352,0.7861352,0.35536398,0.64463602
"6870","00000CONTR00205911","Tracker","Owner Occupied","No","No","No","30 to 40%",3,32,-2,0.37057237,-1.253824e+00,  772.493950,-1.182706e+00,-1.1923964867,51.80136, -8.289424,"No","Cork","0","Crosshaven","Branch 95","07/06/2036","15/06/2004","11/04/2014",3.75,0.7790236,0.7790236,0.35536398,0.64463602
"6871","00000CONTR00101505","Tracker","Buy to Let","No","No","No","70 to 80%",3,33, 0,0.74000000, 7.666452e-01,    0.000000, 7.588457e-01, 0.6003019297,51.86086, -8.452777,"No","Cork","0","Grange","Branch 259","16/05/2046","24/05/2013","18/07/2016",0.63,0.8732355,0.8732355,0.35536398,0.64463602
"6872","00000CONTR00111939","Fixed","Owner Occupied","No","No","Yes","60 to 70%",2,32, 0,0.62000000, 4.670082e-01, 8678.587547, 9.057380e-01, 0.8317415341,53.51649, -6.549083,"Yes","Meath","< 6 months","Dunshaughlin","Branch 159","09/11/2037","17/11/2005","27/01/2015",2.66,0.8373683,0.8373683,0.04722274,0.95277726
"6873","00000CONTR00004091","Tracker","Owner Occupied","Yes","No","Yes","70 to 80%",2,34, 0,0.76000000, 8.057645e-01, 7385.421154, 7.259091e-01, 0.4864263874,53.35391, -6.292715,"No","Dublin","0","Arbour Hill","Branch 23","12/07/2050","20/07/2016","20/07/2016",0.62,0.7446742,0.7446742,0.04722274,0.95277726
"6874","00000CONTR00104099","Tracker","Owner Occupied","No","No","No","90 to 100%",3,29, 0,0.90611044, 1.672028e-02, 3760.954205,-5.507614e-01,-0.4071477641,53.22471, -6.657144,"No","Kildare","0","Naas","Branch 167","18/06/2041","25/06/2012","15/11/2016",0.17,0.8268619,0.8268619,0.42574257,0.57425743
"6875","00000CONTR00125003","Tracker","Buy to Let","No","No","Yes","30 to 40%",2,35, 0,0.36479771,-1.058644e+00,   48.349729,-6.782262e-01,-0.8360072082,51.62467, -8.890582,"No","Cork","0","Clonakilty","Branch 132","24/03/2031","01/04/1996","08/08/2016",0.55,0.9210434,0.9210434,0.04722274,0.95277726
"6876","00000CONTR00117491","Tracker","Buy to Let","No","No","Yes","70 to 80%",2,29,-1,0.76000000, 3.621352e-01, 3895.363934, 1.943683e-01, 0.3897473391,52.58525, -7.539272,"No","Tipperary","0","Thurles","Branch 236","16/12/2038","23/12/2009","09/08/2016",0.54,0.9236527,0.9236527,0.04722274,0.95277726
"6877","00000CONTR00174199","Variable","Owner Occupied","No","No","Yes","10 to 20%",2,30, 0,0.11767668,-1.409469e+00,  501.722875,-4.215584e-02, 0.0572334923,53.42883, -7.938044,"No","Westmeath","0","Athlone","Branch 26","25/01/2018","02/02/1988","27/12/2013",4.15,0.8688863,0.8688863,0.04722274,0.95277726
"6878","00000CONTR00088659","Variable","Owner Occupied","No","No","Yes","40 to 50%",2,28,-1,0.45893906,-1.156026e+00, 1270.502458,-1.198756e+00,-1.0590952158,52.21162, -8.995195,"No","Cork","0","Newmarket","Branch 12","25/12/2031","01/01/2004","01/12/2014",2.87,0.8453008,0.8453008,0.04722274,0.95277726
"6879","00000CONTR00059720","Variable","Owner Occupied","No","No","Yes","30 to 40%",2,34, 0,0.36000000,-8.239280e-01, 1454.269202,-6.325779e-02,-0.2334487736,53.28954, -8.996901,"No","Galway","0","Ballybrit","Branch 65","14/05/2032","23/05/1998","05/11/2013",4.35,0.8662792,0.8662792,0.04722274,0.95277726
"6880","00000CONTR00014207","Fixed","Owner Occupied","No","No","No","70 to 80%",3,34, 0,0.77000000, 8.590333e-01, 7929.355608, 7.499470e-01, 0.5083536781,53.29472, -6.491831,"No","Dublin","0","Newcastle","Branch 227","05/12/2048","14/12/2014","19/03/2016",1.08,0.7520819,0.7520819,0.69090909,0.30909091
"6881","00000CONTR00227130","Variable","Buy to Let","No","No","No","0 to 10%",3,33,-1,0.01176767,-1.658334e+00,   29.903804, 7.854731e-01, 0.6253274424,53.35455, -6.418143,"No","Dublin","0","Lucan","Branch 48","27/01/2021","05/02/1988","20/09/2016",0.38,0.9119827,0.9119827,0.38771930,0.61228070
"6882","00000CONTR00024704","Tracker","Owner Occupied","No","Yes","No","90 to 100%",4,34, 2,0.91787811, 2.997108e-01, 4532.787124,-2.921043e-01,-0.4422016944,52.65710, -7.246805,"No","Kilkenny","0","Pennefatherslot","Branch 237","04/10/2047","12/10/2013","12/10/2013",4.44,0.4966069,0.4966069,0.41228070,0.58771930
"6883","00000CONTR00176800","Tracker","Owner Occupied","No","No","Yes","0 to 10%",2,35, 1,0.07060601,-1.570524e+00,  375.654733,-6.314792e-01,-0.7945831532,53.38840, -6.142009,"No","Dublin","0","Kilbarrack Lower","Branch 51","12/09/2029","21/09/1994","19/12/2016",0.05,0.7981487,0.7981487,0.04722274,0.95277726
"6884","00000CONTR00105112","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,35, 0,0.60000000, 1.268537e+00, 3365.594439, 2.228185e+00, 1.7394614173,52.24622, -8.429387,"No","Cork","0","Kildorrery","Branch 95","12/10/2043","20/10/2008","09/11/2014",2.95,0.8225475,0.8225475,0.04722274,0.95277726
"6885","00000CONTR00127160","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,31,-1,0.77000000, 1.207609e-01, 3163.822457,-1.231367e-01,-0.0982109175,53.40104, -6.152895,"Yes","Dublin","< 6 months","Clongriffin","Branch 4","11/06/2042","19/06/2011","27/03/2015",2.43,0.8336600,0.8336600,0.04722274,0.95277726
"6886","00000CONTR00133135","Tracker","Owner Occupied","No","No","Yes","10 to 20%",2,29, 0,0.16474735,-1.415295e+00,   64.120051,-7.119879e-01,-0.5795748506,53.40095, -6.152992,"Yes","Dublin","< 6 months","Donaghmede","Branch 83","03/12/2019","10/12/1990","21/12/2014",2.80,0.7947197,0.7947197,0.04722274,0.95277726
"6887","00000CONTR00133927","Tracker","Owner Occupied","No","No","Yes","10 to 20%",2,32, 0,0.17651502,-1.502273e+00,  473.424433,-1.264814e+00,-1.2719762066,53.28902, -6.202454,"No","Dublin","0","Stillorgan","Branch 50","01/08/2019","09/08/1987","23/07/2014",3.37,0.7837853,0.7837853,0.04722274,0.95277726
"6888","00000CONTR00063427","Fixed","Owner Occupied","No","No","No","10 to 20%",3,30, 0,0.18828269,-1.319578e+00, 1373.434498,-4.442966e-01,-0.3585086772,53.31672, -6.234791,"No","Dublin","0","Dublin 4","Branch 210","11/06/2020","19/06/1990","14/09/2014",3.17,0.7522885,0.7522885,0.43593750,0.56406250
"6889","00000CONTR00125981","Fixed","Owner Occupied","No","No","Yes","70 to 80%",2,32, 0,0.75000000, 8.049321e-01, 7950.886347, 7.648954e-01, 0.6952356689,53.40590, -6.170167,"No","Dublin","0","Donaghmede","Branch 234","28/01/2045","05/02/2013","11/08/2013",4.67,0.8092140,0.8092140,0.04722274,0.95277726
"6890","00000CONTR00228849","Tracker","Owner Occupied","No","No","No","30 to 40%",4,29, 0,0.34614737,-1.079868e+00, 1636.052852,-6.480885e-01,-0.5112362582,53.48860, -6.151922,"No","Dublin","0","Donabate","Branch 32","02/07/2032","10/07/2003","28/05/2016",0.82,0.6804714,0.6804714,0.63734568,0.36265432
